EfisProjectId,Id,ProjectEa,ProjectName,District,CountyCode,RouteCode,PostMileBegin,PostMileEnd,ScheduleStartDate,ScheduleFinishDate,M040_BeginProj,M800_ENDPROJ
0323000033,02/05/2048,03-3J900,0323000033 - Safety Lighting NB Off to Del Paso,03,SAC,160,44.9,44.9,44817,47441,45176,47106
0323000034,03/16/2048,03-3J910,0323000034 - Bicyclist & Pedestrian Improvements,03,59V03,VAR,0,0,44823,46883,45167,46548
0323000037,04/04/2048,03-3J930,0323000037 - Durham Pentz Intersection Improvement,03,BUT,191,3.278,3.778,44818,47655,45546,47298
0323000038,04/16/2048,03-3J940,0323000038 - PGE Land Acquisition,03,NEV,020,40,41,44838,49173,,
0323000040,04/17/2048,03-4H76U,0323000040 - Butte County rehabilitation,03,BUT,032,5,10.2,45209,47102,,46536
0323000041,04/23/2048,03-3J960,0323000041 - Construct 2 right lanes,03,YUB,020,1.1,1.4,44827,49928,44827,47177
0323000042,04/22/2048,03-3J970,0323000042 - SR113/East Gibson Rd NB Offramp Modification Project,03,YOL,113,9.15,9.24,44840,48053,,47268
0323000044,04/29/2048,03-3J980,0323000044 - East Wheatland Expressway,03,59V03,065,23,0.7,44842,44842,,
0323000045,04/30/2048,03-3J990,0323000045 - South Beale Road Interchange,03,YUB,065,2.88,5.8,44842,51379,45938,49464
0323000047,05/06/2048,03-4J000,"0323000047 - Olivehurst PUD 16""W & 8""SS Force Main Project",03,YUB,VAR,0,0,44846,44846,,
0323000049,05/13/2048,03-4J010,0323000049 - Pavement dop COL 005,03,COL,005,4,10,44848,50290,,45868
0323000050,05/15/2048,03-4J020,0323000050 - Sinkhole on 89,03,ED,089,20.37,20.37,44848,50290,,45870
0323000051,05/14/2048,03-4J030,0323000051 - Failed Clvert Yolo 5,03,YOL,005,6.65,6.65,44886,50325,,45852
0323000053,06/01/2048,03-4J050,0323000053 - 5 New light poles 49,03,PLA,049,4.69,4.69,44855,47395,,
0323000058,06/09/2048,03-4J060,0323000058 - Humphrey Road Intersection Improvement,03,SUT,020,10.5,10.8,44855,48708,45161,48002
0323000059,06/17/2048,03-4J070,0323000059 - Repair Pavement Rutting,03,NEV,080,7,8.5,44859,50299,,45400
0323000060,06/16/2048,03-2G900,0323000060 - D3- Whitmore MS Sand Facility Shoring,03,PLA,080,50.7,50.7,44860,50300,,45323
0323000063,07/06/2048,03-2G910,0323000063 - ED 49 Gold Beach II Culverts,03,ED,049,1,2.5,44866,50307,44866,46431
0323000064,07/23/2048,03-2G920,0323000064 - Trail Horse replace culverts,03,ED,193,0.7,10.2,44867,50307,44896,46389
0323000065,07/16/2048,03-2G930,0323000065 - Black Oaks replace culverts,03,ED,193,3.5,5.6,44868,50308,44896,46539
0323000066,07/22/2048,03-2G940,0323000066 - Lances CIPP and replace culverts,03,ED,193,5.9,6.4,44867,50308,44867,46357
0323000067,07/17/2048,03-2G950,0323000067 - High School replace and invert pave culverts,03,ED,193,6.8,8.5,44868,50308,44896,46143
0323000068,07/21/2048,03-2G960,0323000068 - Dogwoods CIPP and replace culverts,03,ED,193,10.3,11.7,44867,50308,44867,46367
0323000069,07/18/2048,03-2G970,0323000069 - Meadow Brook remove/replace culverts,03,ED,193,11.9,17.3,44867,50308,44867,46539
0323000070,07/19/2048,03-4J080,0323000070 - PG&E 6 Gas Main Replacement,03,YUB,070,7.35,7.35,45769,51168,,
0323000071,07/20/2048,03-2G980,0323000071 - George Town CIPP and replace culverts,03,ED,193,2.04,8.82,44805,50314,44868,46539
0323000072,09/15/2048,03-2G990,"0323000072 - Eastbound embankment of Interstate 80, near postmile 44.5 to",03,PLA,080,44.5,45.5,44866,50314,44866,46508
0323000075,11/29/2048,03-3H901,0323000075 - Yolo 80 Managed Lanes Project,03,59V03,VAR,0,0,45110,47599,,47263
0323000076,12/05/2048,03-3J111,0323000076 - Broadband Middle Mile 1.90 miles - YOL 5,03,59V03,005,0,0,44562,46059,44749,45580
0323000078,12/06/2048,03-3J341,0323000078 - Broadband Middle Mile 1.90 miles - Sac 005,03,SAC,005,22.563,14.87,44754,46898,44754,45580
0323000080,12/20/2048,03-3J161,0323000080 - Broadband Middle Mile Colusa 5,03,COL,005,19,7,44754,45762,44754,45580
0323000082,01/15/2049,03-4J090,0323000082 - Meeks Bay Restoration Project (IIJA),03,ED,089,24.4,25.3,44894,49030,45165,47591
0323000083,02/09/2049,03-3G000,0323000083 - 3G000 - Light and Foundation,03,59V03,VAR,0,0,44894,50334,44894,46539
0323000085,02/27/2049,03-4J100,0323000085 - Orciuoli Development YOL 16 Improvements,03,YOL,016,26.7,27.2,45334,51063,,50752
0323000087,03/08/2049,03-4J110,0323000087 - Grass Valley Wildfire Evacuation Route (IIJA),03,NEV,049,2.1,9.8,44899,49142,45345,48367
0323000088,05/01/2049,03-4J120,0323000088 - County Road 95 (Safety SI),03,YOL,016,37.315,37.729,44911,49047,45331,46871
0323000089,04/23/2049,03-3J113,0323000089 - MMBN 01 - CMGC1,03,59V03,005,0,0,44809,50348,44835,45733
0323000093,05/09/2049,03-3J112,0323000093 - MMBN 01 - DBB/JOC,03,GLE,005,9.872,20,44809,46729,44835,45733
0323000094,05/10/2049,03-3J611,0323000094 - MMBN 33 - DBB/JOC,03,59V03,505,0,0,44809,46729,44835,45733
0323000095,05/11/2049,03-3J612,0323000095 - MMBN 33 - CMGC,03,YOL,016,27.48,31.029,44754,46386,44754,46325
0323000096,05/08/2049,03-3J162,0323000096 - MMBN36 - DBB/JOC,03,COL,020,20,31.091,44652,49103,44652,45733
0323000100,05/06/2049,03-4H89U,0323000100 - S. Lake Tahoe Safety Project,03,ED,050,75.4,80,45231,50000,,47058
0323000101,05/12/2049,03-3J371,0323000101 - MMBN 06,03,GLE,005,20,28.821,44809,46729,44835,45733
0323000102,05/07/2049,03-3J381,0323000102 - MMBN 07,03,59V03,032,0,0,44652,49103,44652,45733
0323000103,05/05/2049,03-3J431,0323000103 - MMBN 13,03,GLE,162,45.2,69.698,44754,46386,44754,46325
0323000109,05/21/2049,03-4J130,0323000109 - NEV 20 Sinkhole,03,NEV,020,21.5,21.5,44917,50354,,45852
0323000110,05/19/2049,03-4J140,0323000110 - Connection of Speckled Dace Avenue to SR 160,03,SAC,160,34.3,0,44917,50354,44998,46905
0323000115,08/02/2049,03-3G010,"0323000115 - 3G010, SLURRY SEAL",03,SIE,049,15.6,17,44931,50369,44931,46143
0323000116,08/06/2049,03-3G020,0323000116 - 3G020 SAC 12 Digouts,03,SAC,012,0.8,6.1,44931,50370,44931,46113
0323000117,08/05/2049,03-3G030,0323000117 - 3G030 Cold Plane and RHMA-O,03,SAC,160,1.4,7,44931,50370,44931,46143
0323000118,08/03/2049,03-3G040,0323000118 - 3G040 RHMA Yolo 016,03,YOL,016,0.6,6,44931,50370,44931,46143
0323000119,08/07/2049,03-3G050,0323000119 - 3G050 Yolo 016 CIR,03,59V03,016,0,0,44931,50370,44931,46266
0323000120,08/09/2049,03-3G060,0323000120 - 3G060 Yolo 45 Chip Seal,03,YOL,045,0.2,12.92,44931,50370,44931,46113
0323000121,08/08/2049,03-3G070,0323000121 - 3G070 Butte 032 Chip Seal,03,BUT,032,31.57,37.75,44931,50370,44931,46539
0323000123,08/26/2049,03-3G090,0323000123 - 3G090 RUT Repair,03,NEV,080,16.3,23.4,44931,50370,44931,46174
0323000124,08/25/2049,03-4J150,0323000124 - SAC 99 Storm Damage,03,SAC,099,5,8.3,44937,50371,,45853
0323000125,08/28/2049,03-4J160,0323000125 - ED Storm Damage,03,ED,VAR,0,0,44931,50364,,46127
0323000126,08/27/2049,03-4J170,0323000126 - PLA 80 Storm Damage,03,PLA,080,24,26,44935,50371,,46203
0323000128,12/01/2049,03-4J180,0323000128 - BUT 99 Sinkhole,03,BUT,099,5.62,5.62,44945,50383,,45853
0323000129,11/30/2049,03-4J190,0323000129 - GLE 45 Sinkhole,03,GLE,045,14.1,14.1,44951,50383,,45327
0323000130,12/02/2049,03-4J200,0323000130 - SIE 49 Depot Hill Slipout,03,SIE,049,2.5,3.5,44941,48157,,45854
0323000135,01/01/2050,03-3G100,0323000135 - 3G100 Roof Snow Removal,03,SIE,080,0.1,0.1,44957,50389,,45962
0323000140,02/01/2050,03-4J210,0323000140 - COL 5 Pavement Storm Damage,03,COL,005,3,10,44966,50398,,46237
0323000141,02/03/2050,03-3J342,0323000141 - MMBN 02 - JUN23,03,SAC,160,0,35.045,44809,46729,44835,45733
0323000142,02/12/2050,03-3J351,0323000142 - MMBN 03 - JUN23,03,SAC,VAR,0,0,44809,46729,44835,45733
0323000143,02/11/2050,03-3J471,0323000143 - MMBN 17 - JUN23,03,ED,050,15.064,30.4,44754,46386,44754,46325
0323000144,02/13/2050,03-3J501,0323000144 - MMBN 21 - JUN23,03,59V03,267,0,9.898,44754,46386,44754,46325
0323000145,02/10/2050,03-3J502,0323000145 - MMBN 21 - JUN23,03,59V03,VAR,0,0,44754,46386,44754,46325
0323000146,02/14/2050,03-4J430,0323000146 - Replacement of Boiler System and Rehab of Hydronic Heating,03,ED,050,48.7,48.7,44948,50403,45140,46871
0323000147,02/24/2050,03-3J531,0323000147 - MMBN 24 - JUN23,03,59V03,VAR,0,0,44809,46729,44835,45733
0323000148,03/04/2050,03-3J541,0323000148 - MMBN 25 - JUN23,03,59V03,VAR,0,0,44809,46729,44835,45733
0323000149,02/28/2050,03-3J631,0323000149 - MMBN 35 - JUN23,03,SAC,005,22.563,34.4,44809,46729,44835,45733
0323000153,03/06/2050,03-4J320,0323000153 - PLA 80,03,PLA,080,55.3,56,44971,50403,45128,46825
0323000155,02/21/2050,03-4J340,0323000155 - PLA 80,03,PLA,080,3.25,3.25,44971,44971,,
0323000158,03/02/2050,03-4J370,0323000158 - NB505 SR128 Traffic Signal,03,YOL,128,9.8,9.8,44972,48183,45120,46492
0323000159,03/03/2050,03-4J380,0323000159 - Wilson Rd SB Beacons,03,SUT,099,17.489,17.489,44984,46612,45103,46279
0323000160,02/27/2050,03-4J390,0323000160 - Elkhorn Park and Ride Curb,03,SAC,099,33.14,33.14,45043,47534,45099,46127
0323000161,03/08/2050,03-4J410,0323000161 - Deer Crossing ED 50,03,ED,050,0,0,44972,48183,45103,46605
0323000162,02/23/2050,03-4J420,0323000162 - YOL 16 Ped Improvement,03,YOL,016,0,0,44984,50447,45120,46115
0323000166,03/13/2050,03-4J240,0323000166 - Replace bearing pads at both abutments.,03,YOL,080,0.24,0.24,44973,50405,45106,46776
0323000167,03/16/2050,03-4J250,0323000167 - Place structural approach slabs at both the approach and dep,03,SAC,051,1.28,1.28,44973,48184,45105,46769
0323000168,03/17/2050,03-4J260,0323000168 - Replace existing vertical clearance gauges at Sacramento Riv,03,YOL,VAR,0,0,44927,50405,45104,46508
0323000169,05/13/2050,03-3G120,0323000169 - North Capay Valley,03,YOL,016,10.3,13.5,44941,50417,44981,46357
0323000170,05/20/2050,03-4J460,0323000170 - Placer 49 2R,03,PLA,049,0,0,44980,50417,45397,47662
0323000171,05/19/2050,03-4J470,0323000171 - I-5 Grade Raise,03,SAC,005,0.21,4.63,44978,51510,45397,49174
0323000172,05/21/2050,03-4J480,0323000172 - SR-99 Grade Raise,03,SAC,099,5.5,7.75,44978,50417,45489,49682
0323000175,08/14/2050,03-4J490,0323000175 - SIE 49 Coyote Ravine Sinkhole,03,SIE,049,15.92,15.92,44999,46444,,46111
0323000177,08/29/2050,03-4J500,0323000177 - SAC 51 Fort Sutter,03,SAC,051,0.24,0.24,45008,48220,,45839
0323000179,09/11/2050,03-3H61U,0323000179 - Monte Vista Pavement Rehab & MMBN,03,PLA,080,42.7,49.3,42927,50424,,46772
0323000180,09/10/2050,03-1H99U,0323000180 - Soda Springs Pavement Rehab & MMBN,03,PLA,VAR,0,0,44993,44993,,
0323000181,09/22/2050,03-4J510,0323000181 - 2023 Snow Tree Damage,03,59V03,VAR,0,0,44993,50424,,46112
0323000182,05/02/2051,03-4J520,0323000182 - Sac-51 Meter HOVPL-NB Fulton Slip,03,SAC,051,6.69,6.69,44994,50425,45672,46762
0323000183,09/28/2050,03-4J530,0323000183 - Sac-80 Metering HOVPL-EB Madison Ave Loop,03,SAC,080,12.44,12.66,44994,50425,46006,47078
0323000184,09/29/2050,03-4J540,0323000184 - Yol-80 Meter HOVPL-EB Mace Blvd Loop Slip,03,YOL,080,2.607,2.802,44995,50426,45245,50426
0323000203,10/04/2050,03-3G150,0323000203 - 3G150 Loop Repair Project 1,03,59V03,VAR,0,0,44980,50426,44986,46539
0323000204,10/05/2050,03-4J550,0323000204 - Truckee Wash Rack Sewer Connection,03,NEV,080,15.661,15.661,44995,50089,45120,47081
0323000205,10/06/2050,03-3G160,0323000205 - 3G160 Loop Repair Project 2,03,59V03,VAR,0,0,44986,50426,44986,46266
0323000206,10/07/2050,03-3G170,0323000206 - 3G170 Loop Repair Project 3,03,59V03,VAR,0,0,44986,50426,44986,46066
0323000207,10/29/2050,03-4J560,0323000207 - PLA 80 Open-Graded,03,PLA,080,2,7,44939,50430,,46087
0323000208,10/27/2050,03-4J570,0323000208 - BUT 32 Snow Damage,03,BUT,032,16,23,44999,48208,,46112
0323000209,10/28/2050,03-4J580,0323000209 - YOL 50 Jefferson Slipouts,03,YOL,050,2.2,2.7,44999,50430,,45853
0323000210,11/27/2050,03-3G180,0323000210 - Wrong-Way Driver Prevention,03,59V03,VAR,0,0,44981,50437,44981,46431
0323000211,11/11/2050,03-3G190,0323000211 - Pedestrian Safety,03,59V03,VAR,0,0,44986,50432,44986,46113
0323000212,11/12/2050,03-3G200,0323000212 - Run Off Prevention,03,COL,020,0,12.5,44986,50432,44986,46113
0323000215,11/26/2050,03-4J620,0323000215 - 3708 Lake Tahoe Blvd. Condos,03,ED,050,79.42,79.48,45006,45006,,
0323000217,12/03/2050,03-4J630,0323000217 - County Road 97 Intersection Improvement,03,YOL,016,39.407,39.66,45005,51447,46204,48414
0323000219,12/11/2050,03-4J640,0323000219 - SAC 160 Overside Drain,03,SAC,160,11,12,45008,50439,,45823
0323000220,12/10/2050,03-4J650,0323000220 - Rocklin Rd to SR65/180 Auxillary Lane,03,PLA,080,4.2,5.9,45008,50222,45260,50222
0323000222,12/18/2050,03-3G210,0323000222 - 3G210 Deck Preservation,03,59V03,VAR,0,0,44986,50441,45108,46905
0323000224,01/08/2051,03-4J660,0323000224 - PLA 80 Applegate Slide,03,PLA,080,27.35,27.35,45013,50444,,45853
0323000226,01/26/2051,03-1H14U,0323000226 - Butte 99 Road Rehab In Gridley,03,BUT,099,3.1,5,45015,45015,,
0323000227,02/14/2051,03-4J670,0323000227 - ED 89 Eagle Falls Viaduct,03,ED,089,16,18,45019,50448,,45963
0323000228,02/15/2051,03-4J680,0323000228 - YOL 128 Slipouts,03,YOL,128,1,6,45011,50441,,46195
0323000230,02/26/2051,03-4J690,0323000230 - YOL & SAC Trash BMP Project (IIJA),03,59V03,VAR,0,0,45019,51550,45256,47219
0323000234,03/20/2051,03-3J472,0323000234 - MMBN 17,03,ED,050,17.667,30.4,45027,45027,,
0323000235,03/19/2051,03-4J700,0323000235 - Material Gate Lab,03,YUB,070,9.93,9.93,45014,50455,,45834
0323000236,03/18/2051,03-4J710,0323000236 - SUT 99 Oswald Road,03,SUT,099,25.62,25.62,45027,50455,,45930
0323000244,05/11/2051,03-0J01U,0323000244 - PLA-28 Rehab,03,PLA,028,0.085,11,45245,51901,,46844
0323000247,05/24/2051,03-4J720,0323000247 - Truckee Storm Damaged Pavement,03,PLA,VAR,0,0,45037,50475,,45978
0323000248,05/26/2051,03-3G230,0323000248 - 3G230 SAC 50/99 Bridge Preservation,03,SAC,VAR,0,0,44927,50469,45225,46539
0323000250,05/25/2051,03-3J11U,0323000250 - D03 MMBN JOC Work Order 01,03,59V03,VAR,0,0,45042,45042,,
0323000251,05/28/2051,03-3J61U,0323000251 - D03 MMBN JOC Work Order 02,03,YOL,VAR,0,0,45044,45044,,
0323000259,06/14/2051,03-4J730,0323000259 - HOVPL NB 99 Florin Rd,03,SAC,099,19.7,19.7,44950,48256,45103,46651
0323000260,06/18/2051,03-4J740,0323000260 - Metering EB 80 Mace Blvd,03,YOL,080,2.802,2.802,45044,50474,45264,46335
0323000261,10/14/2051,03-4J750,0323000261 - El Dorado Hwy 50 TMS,03,ED,050,0,0,45040,48256,45128,46478
0323000262,10/13/2051,03-4J760,0323000262 - HOVPL Ramp Meters Laguna Blvd,03,SAC,005,0,0,45044,45044,,
0323000268,07/16/2051,03-3G250,0323000268 - 3G250 ED 50 Bridge Preservation,03,ED,050,0,0,44986,50479,45077,46696
0323000269,07/17/2051,03-4J800,0323000269 - ED 50 Forni Culvert,03,ED,050,16.05,16.05,45050,48263,,46112
0323000272,10/08/2051,03-4J810,0323000272 - SAC 160 Sinkhole,03,SAC,160,1,3,45062,50490,,45853
0323000273,10/19/2051,03-4J820,0323000273 - SR 20/Kibbe Rd Intersection,03,YUB,020,9.2,9.5,45065,47254,45254,46871
0323000274,11/18/2051,03-4J830,0323000274 - Day Labor ED-49-9.5 Guardrail,03,ED,049,9.5,9.5,45305,50733,,
0323000277,11/19/2051,03-4J850,0323000277 - Kingvale MS Boilers,03,NEV,080,0.1,0.1,45069,50497,,45735
0323000278,11/20/2051,03-4J860,0323000278 - PLA 193 Slipouts,03,PLA,193,7.51,7.51,45014,50497,,45837
0323000279,11/21/2051,03-2H50A,0323000279 - Donner SRRA Roof Repair,03,NEV,080,5.5,5.8,45068,48773,,46371
0323000284,01/03/2052,03-4J870,0323000284 - NDT Canyon Creek Bryte Bend,03,59V03,VAR,0,0,45082,49761,,46055
0323000285,01/16/2052,03-4J880,0323000285 - YOL-16 Vision Zero Shoulder Widening,03,YOL,016,21.2,21.9,45083,48166,45597,47907
0323000286,01/18/2052,03-4J890,0323000286 - NEV-49 Vision Zero Shoulder Widening & Rumble Strips,03,NEV,049,17.4,17.95,45083,48122,45600,47627
0323000287,01/17/2052,03-4J900,0323000287 - SAC-5 Vision Zero Acceleration/ Deceleration Lane,03,SAC,005,1.2,3.1,45083,48787,45530,47239
0323000288,02/16/2052,03-4J910,0323000288 - ED 50 Tree Removal,03,ED,050,18,58,45090,50517,,46327
0323000290,02/24/2052,03-4J930,0323000290 - Pollock Pines CAPM,03,ED,050,28.6,39.7,45090,51620,46204,48593
0323000292,02/27/2052,03-4J940,0323000292 - Penn Valley CAPM,03,NEV,020,0,12.2,45090,51620,46204,48725
0323000293,02/28/2052,03-4J950,0323000293 - West Lake CAPM,03,PLA,089,0,13.1,45090,51620,46204,49041
0323000294,02/29/2052,03-4J960,0323000294 - Foothill Farms Pavement Rehab,03,SAC,080,12.4,17.5,44950,51620,46218,48395
0323000295,03/01/2052,03-4J970,0323000295 - SB SAC-99 HOV Mitigation,03,SAC,099,16.4,19.6,45090,51620,46280,47830
0323000297,02/25/2052,03-4J990,0323000297 - Sierra Nevada & Foothills Ecoregion AMP Project,03,ED,VAR,0,0,45090,50517,45352,47665
0323000300,04/04/2052,03-0L000,0323000300 - Salt Creek Canyon,03,COL,020,0,22.1,13569,51328,45525,49816
0323000302,,03-0N010,0323000302 - BUT-99 Rio Bonito Intersection Improvements,03,BUT,099,8.39,8.39,45097,51627,,
0323000303,04/21/2052,03-1N650,0323000303 - Oakley-Dairy Intersection Improvement,03,YUB,065,0,0,45097,51627,46204,48433
0323000309,07/01/2052,03-3J361,0323000309 - MMBN 05 Child Project 1,03,59V03,089,0,0,44749,46386,44749,46325
0323000310,06/29/2052,03-3J362,0323000310 - MMBN 05 - SIE 49,03,SIE,049,29.9,60.6,44749,47920,45152,46292
0323000311,07/02/2052,03-3J401,0323000311 - MMBN 10 Child Project 1,03,59V03,VAR,0,0,44754,46386,44754,46325
0323000312,06/30/2052,03-3J402,0323000312 - MMBN 10 - ED 50,03,ED,050,75.4,77.9,43747,47792,43796,46370
0323000313,07/21/2052,03-3J411,0323000313 - MMBN 11 Child Project 1,03,BUT,032,10.2,32.845,44754,46386,44754,46325
0323000314,07/28/2052,03-3J412,0323000314 - MMBN 11 Child Project 2,03,59V03,032,0,0,45108,48324,45152,46357
0323000317,08/05/2052,03-3J422,0323000317 - MMBN 12 - Phase 2,03,59V03,VAR,0,0,44754,46386,44754,46325
0323000323,08/20/2052,03-3J532,0323000323 - MMBN 24  - Child Project 2,03,YOL,080,10.651,11.718,44754,46386,44754,46325
0323000324,08/19/2052,03-3J542,0323000324 - MMBN 25 Child Project 2,03,SAC,099,23.124,24.351,44754,46386,44754,46325
0323000325,08/27/2052,03-3J572,0323000325 - MMBN 29 - Phase 2,03,BUT,VAR,0,0,44754,46386,44754,46325
0323001193,05/20/2048,03-4J040,0323001193 - Flooding on 160 and 12,03,SAC,160,0.002,0.002,44852,50292,,45084
0323002344,07/06/2050,03-3G130,0323002344 - 3G130 Deck Preservation,03,YOL,VAR,0,0,44986,50417,45329,46539
0324000009,10/15/2052,03-0N050,0324000009 - D03 MMBN Hubs,03,59V03,VAR,0,0,44749,50545,45152,46325
0324000021,,03-0L060,0324000021 - Marysville Highway Easement Dedication,03,YUB,020,1.224,1.224,45127,45127,,
0324000024,,03-3G260,0324000024 - Downieville MS Wash Rack Roof Repair,03,SIE,049,19.8,19.8,45140,50566,,
0324000025,01/25/2053,03-0N080,0324000025 - SAC 51 Marconi,03,SAC,051,5.5,5.5,45108,50566,,46171
0324000031,,03-0N090,0324000031 - SIE 49 Spring St Culvert,03,SIE,049,29.5,29.5,45133,50559,,
0324000033,,03-0N100,0324000033 - ED 89 Luther Shoulder,03,ED,089,5,6,45141,50567,,
0324000052,10/15/2053,03-0N110,0324000052 - COL-SAC-YUB Pump Plant Project,03,59V03,VAR,0,0,45148,51677,46204,48793
0324000054,10/18/2053,03-0N130,0324000054 - PLA & NEV-80 Bridge Rehabilitation at 6 Locations,03,PLA,080,0,0,45148,51677,46204,49400
0324000055,02/28/2053,03-0N140,0324000055 - Elkhorn SB SRRA Rehabilitation,03,SAC,005,33.8,33.8,45148,51677,46204,49257
0324000056,03/01/2053,03-0N150,0324000056 - Yuba River Parks Bar Bridget Preservation,03,YUB,020,17.7,18.1,45148,51677,46204,48450
0324000057,10/19/2053,03-0N160,0324000057 - West Branch Deck Rehab,03,BUT,070,28.1,28.9,45148,48932,46204,48598
0324000058,10/16/2053,03-0N170,0324000058 - Truckee Maintenance Station Relocation,03,NEV,080,19.3,19.3,45139,51743,46132,48435
0324000059,07/10/1993,03-1N660,0324000059 - HQ Translab Rehab,03,SAC,050,2.6,2.6,39945,51677,46113,49255
0324000060,10/17/2053,03-0N190,0324000060 - Elkhorn-Enterprise North Mobility Hubs,03,59V03,VAR,0,0,45148,48928,46209,48592
0324000061,03/13/2054,03-0N200,0324000061 - PLA 80 Douglas Tunnel,03,PLA,080,1.94,1.94,45148,50574,,45899
0324000064,10/14/2053,03-0N210,0324000064 - Sutter-Yuba 20 Corridor Improvements,03,59V03,020,0,0,45152,47925,45819,47223
0324000065,11/01/1994,03-0L220,0324000065 - NEV 20 Shoulder Erosion,03,NEV,020,39,46,45098,50578,,
0324000069,11/02/1994,03-0L230,0324000069 - PLA 80 Rutting 1,03,PLA,080,33,44.85,45108,50581,,
0324000070,03/20/2053,03-0L240,0324000070 - PLA 80 Rutting 2,03,PLA,080,44.85,58.712,45108,50581,,46172
0324000071,,03-0N250,0324000071 - PLA 80 Rutting 3,03,59V03,080,0,0,45108,50581,,
0324000072,03/22/2053,03-0L260,0324000072 - NEV 80 Rutting 1,03,NEV,080,0,16.5,45108,50581,,46386
0324000074,03/27/2053,03-0L280,0324000074 - ED 50 SLT Pavement,03,ED,050,77,80.44,45108,50584,,46113
0324000075,04/06/2053,03-0L290,0324000075 - YOL 84 Failed Pavement,03,YOL,084,15,16,45149,50593,,45413
0324000076,03/23/2053,03-0L270,0324000076 - NEV 80 Rutting 2,03,59V03,080,0,0,45108,50588,,
0324000079,04/15/2053,03-3G270,0324000079 - 3G270 SUT99 RHMA,03,SUT,099,8.3,14.1,45121,50591,45121,46174
0324000083,,03-3G280,0324000083 - HVAC and EMS restoration,03,SAC,050,2.6,2.6,45169,50595,,
0324000084,05/29/2053,03-0N310,0324000084 - SAC 5 Garden Hwy,03,SAC,005,25,28,45152,50601,,46386
0324000085,06/08/2053,03-0N320,0324000085 - ED 50 Guardrail,03,ED,050,39.7,65.5,45177,49213,,
0324000086,,03-3G290,0324000086 - 03-0N330 Kingvale MS Roof Repair,03,SIE,080,0.1,0.1,45180,50605,,
0324000093,08/26/2053,03-0N340,0324000093 - Grove Street/SR28 Intersection Improvements,03,PLA,028,0.4,0.6,45201,50626,,46853
0324000094,08/29/2053,03-0N350,0324000094 - SAC 5 Garden Hwy 131,03,SAC,005,25,28,45202,50627,,46568
0324000095,08/27/2053,03-0N360,0324000095 - PLA 80 Rutting 2 131,03,PLA,080,44.85,58.712,45202,50627,,46203
0324000096,08/24/2053,03-0N370,0324000096 - PLA 80 Rutting 3 131,03,59V03,080,0,0,45202,49402,,46203
0324000097,08/28/2053,03-0N380,0324000097 - NEV 80 Rutting 1 131,03,NEV,080,0,16.5,45202,50627,,46203
0324000098,08/25/2053,03-0N390,0324000098 - NEV 80 Rutting 2 131,03,59V03,080,0,0,45202,50627,,46203
0324000101,10/05/2053,03-0N410,0324000101 - Thermalito-Oroville Complete Streets,03,BUT,162,10.8,15.5,43771,51736,46204,48731
0324000102,10/02/2053,03-0N420,0324000102 - Hamilton City Complete Streets,03,GLE,032,9.6,10.4,45201,51736,46204,48760
0324000103,10/06/2053,03-0N430,0324000103 - Meyers-South Lake Tahoe Complete Streets,03,ED,050,70.4,77.3,45210,51736,45982,50635
0324000104,10/03/2053,03-0N440,0324000104 - Chico-Vina CAPM,03,BUT,099,36,45.975,45210,48627,46151,48290
0324000115,12/06/2053,03-3G360,0324000115 - PED & ROR,03,59V03,VAR,0,0,45217,50643,45217,46753
0324000116,12/05/2053,03-3G370,0324000116 - 03-3G370 Wrong Way Driver,03,59V03,VAR,0,0,45108,50643,45108,46539
0324000117,01/10/2054,03-0N450,0324000117 - SAC-51 Outer Separation Barrier,03,SAC,051,6.9,7.7,45224,51750,45599,47249
0324000118,01/28/2054,03-0N460,0324000118 - Cool CA Storm Damaged Pavement Repairs,03,ED,049,34.9,38.2,45209,50651,,46122
0324000119,01/29/2054,03-0N470,0324000119 - Bridge Hit #2 Eaton Road OC (12-0160),03,BUT,099,36.305,36.305,45225,50651,,46138
0324000120,01/30/2054,03-0N480,0324000120 - Bridge Hit #1 20th St OC (12-0169),03,BUT,099,31.498,31.498,45225,50651,,46136
0324000121,03/31/2054,03-0N490,0324000121 - SAC 5 Flood Warning Sign,03,59V03,005,0,0,45239,48452,45245,46549
0324000122,02/15/2054,03-3G380,0324000122 - BUT 32 HMA-A,03,BUT,032,0,0,45225,50654,45225,46539
0324000123,02/16/2054,03-3G390,0324000123 - YOL 005 OG Replacement,03,YOL,005,13.8,18.8,45229,45229,,
0324000124,02/19/2054,03-3G400,0324000124 - YOL 16 CIR,03,YOL,016,9.9,15,45225,50654,45225,46539
0324000125,02/14/2054,03-3G410,0324000125 - SUT 70 RHMA,03,SUT,070,2.4,5.4,45229,50654,45231,46539
0324000126,02/17/2054,03-3G420,0324000126 - ED 49 CIR,03,ED,049,23.9,31.2,45225,50654,45225,46539
0324000127,02/18/2054,03-3G430,0324000127 - ED 89 Digouts,03,ED,089,0,8.43,45225,50654,45225,46539
0324000134,05/09/2054,03-0N510,0324000134 - MMBN Phase 2 - COL 20,03,COL,020,22,31.1,45108,51762,45152,46266
0324000135,01/20/2055,03-0N610,0324000135 - MMBN Phase 2 - COL I5,03,COL,005,6.8,18.7,45108,51771,45152,46202
